attempt_id,user_id,exercise_id,timestamp,attempt_number,difficulty,connectivity_quality,device_type,hearts_before,is_correct,time_spent_seconds,hour_of_day,day_of_week,time_spent_outlier_flag,log1p_time_spent_seconds
38210,599,12,2026-04-30 23:29:52,1,2,0.895,mobile,5,True,68.2,23,3,False,4.237000862623624
5603,727,97,2026-01-02 18:43:56,1,4,0.869,mobile,1,True,40.5,18,4,False,3.7256934272366524
33885,323,100,2026-01-27 08:57:28,4,2,1.0,mobile,4,True,14.7,8,1,False,2.7536607123542622
27876,389,26,2026-01-29 03:43:37,1,5,0.856,desktop,4,True,30.3,3,3,False,3.4436180975461075
40920,254,103,2026-03-20 20:32:23,1,3,0.945,desktop,4,True,23.3,20,4,False,3.190476350346503
34533,216,24,2026-02-13 18:33:02,1,4,0.897,mobile,4,True,86.9,18,4,False,4.476199804691132
51173,711,67,2026-02-24 21:08:15,1,4,0.887,mobile,1,False,26.1,21,1,False,3.299533727885655
9616,593,102,2026-04-19 10:49:43,2,3,0.775,mobile,3,True,19.5,10,6,False,3.0204248861443626
28078,497,12,2026-02-03 08:47:32,2,2,0.954,tablet,2,True,18.3,8,1,False,2.9601050959108397
27446,230,88,2026-03-07 19:15:42,1,2,0.999,mobile,2,True,15.5,19,5,False,2.803360380906535
34419,122,65,2026-03-24 09:44:49,2,2,0.973,mobile,5,True,21.8,9,1,False,3.126760535960395
12803,466,64,2026-01-04 12:08:23,1,3,0.928,mobile,2,True,25.4,12,6,False,3.2733640101522705
47668,390,7,2026-03-23 14:25:24,1,4,0.936,tablet,3,True,21.6,14,0,False,3.1179499062782403
48506,210,117,2026-02-27 07:55:55,1,4,0.672,mobile,4,True,26.7,7,4,False,3.3214324131932926
27832,357,7,2026-01-30 09:53:51,3,4,0.466,desktop,1,True,21.4,9,4,False,3.109060958860994
47221,41,70,2026-03-23 18:18:09,1,1,0.481,desktop,5,False,14.1,18,0,False,2.714694743820879
20691,29,102,2026-02-27 10:25:54,3,3,0.762,mobile,4,True,21.7,10,4,False,3.122364924487357
22629,200,61,2026-02-17 00:29:33,6,3,0.462,desktop,2,False,16.1,0,1,False,2.8390784635086144
56524,184,116,2026-01-19 18:48:24,2,4,0.803,mobile,1,False,15.9,18,0,False,2.8273136219290276
55894,714,104,2026-02-15 22:17:56,1,4,1.0,mobile,3,True,26.2,22,6,False,3.3032169733019514
11937,44,71,2026-01-26 09:30:09,1,5,0.796,mobile,4,True,29.8,9,0,False,3.427514689979529
20883,151,1,2026-03-15 23:51:18,1,4,0.744,desktop,3,True,36.1,23,6,False,3.6136169696133895
55817,74,84,2026-01-20 07:41:43,2,3,0.885,mobile,2,True,18.4,7,1,False,2.9652730660692823
45036,329,117,2026-03-25 09:54:20,4,4,0.935,desktop,5,False,12.6,9,2,False,2.6100697927420065
8026,146,109,2026-04-05 12:00:33,3,2,0.527,mobile,4,True,15.2,12,6,False,2.785011242238338
3447,321,98,2026-01-25 04:53:08,1,3,0.705,mobile,2,True,31.7,4,6,False,3.487375077903208
56888,765,16,2026-02-18 02:06:35,1,1,0.882,mobile,3,False,14.6,2,2,False,2.747270914255491
59305,16,93,2026-04-04 22:39:25,1,4,0.736,mobile,5,True,42.9,22,5,False,3.7819143200811256
16290,540,64,2026-01-06 08:00:30,2,3,0.499,mobile,4,True,57.2,8,1,False,4.063885354737392
59322,546,116,2026-02-08 08:21:06,3,4,0.633,mobile,3,True,25.7,8,6,False,3.2846635654062037
42569,418,91,2026-04-26 16:47:18,1,3,0.924,desktop,4,True,20.4,16,6,False,3.0633909220278057
32425,674,42,2026-03-29 18:45:54,1,5,0.628,mobile,5,False,42.2,18,6,False,3.765840495250065
32673,314,37,2026-03-31 23:05:01,1,4,0.88,desktop,3,True,22.0,23,1,False,3.1354942159291497
24205,641,30,2026-02-25 19:14:58,1,4,0.833,mobile,5,True,22.8,19,2,False,3.169685580677429
28808,658,19,2026-02-14 09:23:41,5,4,0.762,mobile,5,True,16.7,9,5,False,2.8735646395797834
3084,593,80,2026-04-02 18:57:20,1,4,0.803,mobile,3,True,32.9,18,3,False,3.5234150143864045
21065,536,54,2026-03-07 10:54:52,2,2,0.695,desktop,3,True,28.9,10,5,False,3.3978584803966405
47975,363,27,2026-01-01 01:28:18,1,2,0.694,mobile,2,True,56.2,1,3,False,4.046553898385752
8223,57,110,2026-04-30 05:44:35,1,3,0.863,mobile,3,True,16.3,5,3,False,2.8507065015037334
32392,96,68,2026-03-06 07:52:39,1,3,0.797,desktop,5,True,36.7,7,4,False,3.629660094453965
35907,422,45,2026-03-14 00:29:36,1,4,0.967,mobile,4,True,25.5,0,5,False,3.2771447329921766
3777,727,104,2026-01-17 16:15:57,2,4,0.793,mobile,5,True,35.9,16,5,False,3.6082115510464816
28701,171,20,2026-01-12 21:13:12,1,4,0.692,tablet,1,True,40.9,21,0,False,3.735285826928092
19252,71,58,2026-03-31 14:23:38,1,2,0.783,mobile,3,True,66.9,14,1,False,4.21803603456465
20458,610,50,2026-03-28 00:38:13,1,3,0.865,mobile,3,True,20.1,0,5,False,3.0492730404820207
26295,142,37,2026-04-14 18:20:08,2,4,0.879,desktop,1,False,20.6,18,1,False,3.0726933146901194
36306,235,19,2026-04-30 18:53:53,1,4,0.833,tablet,1,False,35.1,18,3,False,3.586292865338835
54380,788,111,2026-04-13 06:24:46,1,3,0.836,mobile,3,True,29.2,6,0,False,3.407841924380824
16155,510,15,2026-01-14 18:28:13,4,4,0.509,tablet,1,True,26.9,18,2,False,3.32862668882732
21925,429,22,2026-01-29 15:10:09,3,1,1.0,mobile,3,True,36.7,15,3,False,3.629660094453965
7927,130,113,2026-03-08 02:10:42,1,2,0.865,mobile,5,True,15.0,2,6,False,2.772588722239781
25945,781,14,2026-04-26 16:47:13,1,4,0.466,tablet,2,True,28.1,16,6,False,3.370738174177447
36493,9,70,2026-04-15 21:25:34,1,1,0.859,tablet,4,False,11.0,21,2,False,2.4849066497880004
59418,647,66,2026-03-26 12:47:34,1,3,0.938,mobile,5,False,45.3,12,3,False,3.835141961092188
46011,30,106,2026-02-07 18:11:40,2,4,0.889,mobile,3,True,48.3,18,5,False,3.8979240810486444
32403,319,40,2026-04-13 06:50:03,1,5,0.963,desktop,4,True,29.5,6,0,False,3.417726683613366
36593,726,91,2026-04-29 13:07:22,3,3,0.687,desktop,1,True,24.8,13,2,False,3.250374491927572
43367,154,102,2026-04-07 22:22:01,1,3,0.928,mobile,3,False,18.3,22,1,False,2.9601050959108397
43571,788,81,2026-01-27 17:22:16,2,3,0.847,mobile,2,True,37.8,17,1,False,3.6584202466292277
33474,223,13,2026-03-10 22:28:06,1,2,0.588,mobile,1,True,32.1,22,1,False,3.4995332823830174
58914,530,53,2026-02-17 22:46:10,2,5,0.741,mobile,3,True,25.9,22,1,False,3.292126286607793
28870,123,109,2026-02-21 15:18:41,1,2,0.768,desktop,1,False,16.8,15,5,False,2.8791984572980396
50397,86,74,2026-03-02 13:58:17,2,4,0.604,mobile,5,True,31.9,13,0,False,3.493472657771326
3737,128,24,2026-04-17 21:29:04,1,4,0.441,mobile,1,True,91.5,21,4,False,4.52720864451838
49613,646,2,2026-02-16 05:06:47,1,5,0.811,mobile,3,True,21.2,5,0,False,3.100092288878234
22544,695,70,2026-04-27 23:00:08,2,1,0.509,mobile,1,True,13.6,23,0,False,2.681021528714291
53394,613,119,2026-04-02 15:13:31,5,1,0.602,mobile,2,True,23.5,15,3,False,3.1986731175506815
55580,669,44,2026-03-06 13:06:20,1,3,0.935,mobile,2,True,16.5,13,4,False,2.8622008809294686
46365,780,97,2026-02-11 18:59:55,1,4,0.752,mobile,3,True,31.5,18,2,False,3.481240089335692
31755,347,64,2026-04-24 09:55:53,2,3,0.584,mobile,4,True,48.6,9,4,False,3.903990833730882
57581,610,89,2026-03-07 20:15:44,1,3,0.809,mobile,1,True,31.1,20,5,False,3.4688560301359703
7995,558,118,2026-03-19 10:47:41,2,3,0.546,mobile,2,True,47.2,10,3,False,3.8753590210565547
48874,11,104,2026-01-26 19:16:25,1,4,0.844,mobile,1,False,26.5,19,0,False,3.3141860046725258
38064,7,41,2026-03-07 02:45:07,1,4,0.811,mobile,4,True,30.2,2,5,False,3.4404180948154366
59242,656,40,2026-04-12 10:10:17,3,5,0.804,desktop,2,True,17.1,10,6,False,2.89591193827178
27755,225,30,2026-01-19 09:03:15,1,4,0.868,mobile,3,False,21.1,9,0,False,3.095577608523707
50638,382,18,2026-04-13 09:49:05,4,3,0.682,mobile,3,False,14.1,9,0,False,2.714694743820879
1831,167,2,2026-01-26 18:07:07,1,5,0.897,desktop,1,False,16.5,18,0,False,2.8622008809294686
11115,547,65,2026-03-20 21:40:17,1,2,1.0,mobile,3,True,26.3,21,4,False,3.3068867021909143
8136,49,61,2026-03-08 13:51:29,1,3,0.327,desktop,2,True,28.3,13,6,False,3.3775875160230218
36173,653,79,2026-02-14 12:12:08,1,5,0.87,mobile,1,True,36.1,12,5,False,3.6136169696133895
38719,708,62,2026-04-09 21:13:13,3,1,0.669,mobile,2,True,22.3,21,3,False,3.1484533605716547
49462,78,92,2026-01-10 23:55:15,1,3,0.87,tablet,1,True,27.9,23,5,False,3.3638415951183864
31409,244,30,2026-03-25 21:56:49,1,4,0.757,desktop,4,False,16.5,21,2,False,2.8622008809294686
38612,719,76,2026-01-27 00:58:57,1,4,0.764,mobile,2,False,48.9,0,1,False,3.910021002757473
12117,625,78,2026-04-09 12:42:26,1,1,0.71,tablet,1,True,14.9,12,3,False,2.766319109226186
57331,556,105,2026-03-12 21:04:30,1,4,0.937,mobile,5,True,38.9,21,3,False,3.686376323895818
21283,725,93,2026-03-21 18:13:25,1,4,0.71,mobile,3,True,24.6,18,5,False,3.242592351485517
55462,662,17,2026-02-28 10:56:12,1,1,1.0,mobile,2,False,22.2,10,5,False,3.1441522786722644
56491,726,57,2026-02-27 18:45:28,1,4,0.601,desktop,1,False,20.4,18,4,False,3.0633909220278057
27130,221,48,2026-01-05 07:38:17,2,3,1.0,mobile,5,False,38.3,7,0,False,3.6712245188752153
55966,385,53,2026-01-20 05:22:14,1,5,0.9,tablet,3,True,31.1,5,1,False,3.4688560301359703
12071,794,116,2026-01-24 03:58:52,1,4,0.707,mobile,5,False,21.5,3,5,False,3.1135153092103742
24062,402,80,2026-01-03 17:09:45,1,4,0.428,desktop,5,False,63.4,17,5,False,4.165113633110308
31140,316,97,2026-03-26 05:01:06,2,4,0.692,mobile,2,True,12.3,5,3,False,2.5877640352277083
58023,377,81,2026-02-18 03:20:17,1,3,0.854,mobile,3,True,29.1,3,2,False,3.40452517175483
59722,101,83,2026-03-23 04:39:46,1,4,0.748,tablet,1,True,28.2,4,0,False,3.374168709274236
54094,78,97,2026-02-21 11:16:14,1,4,0.876,tablet,3,False,24.2,11,5,False,3.2268439945173775
41066,578,3,2026-01-30 03:40:44,1,1,0.75,mobile,2,True,30.4,3,4,False,3.4468078929142076
35886,332,104,2026-03-23 08:09:53,1,4,0.619,mobile,4,True,43.4,8,0,False,3.7932394694381792
48873,524,112,2026-03-16 09:47:48,1,5,0.825,mobile,4,True,15.9,9,0,False,2.8273136219290276
22671,202,18,2026-04-21 07:36:49,1,3,0.623,mobile,3,False,25.6,7,1,False,3.2809112157876537
38714,91,29,2026-04-20 04:43:08,1,4,0.48,mobile,2,True,34.7,4,0,False,3.5751506887855933
38782,133,34,2026-02-27 07:28:01,2,4,0.807,desktop,1,True,22.1,7,4,False,3.139832617527748
11906,574,74,2026-02-15 23:22:22,2,4,0.894,mobile,4,True,15.1,23,6,False,2.7788192719904172
42781,91,13,2026-02-25 20:16:05,1,2,0.542,mobile,3,True,22.7,20,2,False,3.1654750481410856
41744,570,86,2026-03-02 20:33:48,1,4,0.67,desktop,4,False,67.5,20,0,False,4.22683374526818
56809,739,12,2026-04-28 12:53:03,2,2,1.0,mobile,5,True,23.5,12,1,False,3.1986731175506815
53915,356,77,2026-01-03 15:43:31,1,2,0.624,tablet,2,True,19.0,15,5,False,2.995732273553991
5785,521,78,2026-01-09 09:31:25,5,1,0.989,desktop,2,True,6.1,9,4,False,1.9600947840472698
20503,535,44,2026-01-01 01:37:29,2,3,0.858,mobile,2,True,29.2,1,3,False,3.407841924380824
59557,11,62,2026-02-24 07:27:45,1,1,0.774,mobile,1,True,15.1,7,1,False,2.7788192719904172
15478,64,110,2026-04-14 15:39:27,1,3,0.766,desktop,2,True,14.9,15,1,False,2.766319109226186
6469,145,87,2026-02-15 00:15:18,1,1,0.664,mobile,1,True,16.3,0,6,False,2.8507065015037334
29871,544,25,2026-01-26 22:18:56,6,5,0.815,mobile,5,True,14.1,22,0,False,2.714694743820879
30726,616,69,2026-03-24 08:15:58,1,1,0.912,mobile,5,True,6.5,8,1,False,2.0149030205422647
49810,731,65,2026-01-31 17:52:05,3,2,0.935,desktop,5,True,50.1,17,5,False,3.933784497209659
11577,124,101,2026-04-13 20:05:49,1,1,0.752,desktop,4,True,32.6,20,0,False,3.5145260669691587
39452,374,90,2026-01-27 07:35:11,1,3,0.379,mobile,1,True,27.5,7,1,False,3.349904087274605
9255,499,51,2026-02-21 05:23:49,2,5,0.865,mobile,3,True,15.4,5,5,False,2.797281334830153
5804,419,113,2026-03-18 04:11:06,3,2,0.667,mobile,4,False,15.4,4,2,False,2.797281334830153
49074,307,23,2026-04-06 16:30:08,1,5,0.687,mobile,5,True,17.2,16,0,False,2.9014215940827497
29230,567,67,2026-03-05 18:15:26,3,4,0.932,mobile,1,True,30.4,18,3,False,3.4468078929142076
19182,382,11,2026-02-22 08:43:05,3,1,0.736,mobile,5,True,23.2,8,6,False,3.186352633162641
3081,200,61,2026-03-23 13:58:08,3,3,0.391,desktop,4,True,22.8,13,0,False,3.169685580677429
31969,24,114,2026-03-07 06:52:08,1,2,1.0,desktop,3,False,8.6,6,5,False,2.2617630984737906
36997,694,41,2026-01-26 06:59:15,1,4,0.795,mobile,1,True,68.4,6,0,False,4.239886867512759
11065,759,34,2026-01-08 23:34:49,2,4,0.953,mobile,3,False,7.8,23,3,False,2.174751721484161
36412,2,30,2026-03-21 14:25:20,1,4,0.774,mobile,3,True,22.9,14,5,False,3.173878458937465
35084,454,120,2026-02-24 09:46:38,1,1,0.557,mobile,3,True,21.5,9,1,False,3.1135153092103742
50495,658,104,2026-04-13 06:50:01,1,4,0.578,mobile,2,False,32.3,6,0,False,3.505557396986398
49216,14,16,2026-04-06 10:20:19,1,1,0.856,mobile,1,True,20.1,10,0,False,3.0492730404820207
29195,584,31,2026-03-12 03:27:29,1,3,0.745,mobile,3,False,39.3,3,3,False,3.696351468952637
16848,329,97,2026-01-20 00:55:28,1,4,0.936,desktop,4,False,27.4,0,1,False,3.3463891451671604
10246,550,38,2026-01-13 13:55:56,1,3,0.784,mobile,3,True,34.9,13,1,False,3.580737295494233
58215,164,83,2026-02-11 21:33:42,2,4,0.789,mobile,1,True,34.2,21,2,False,3.5610460826040513
41570,592,56,2026-04-07 22:59:59,1,3,0.874,mobile,4,True,12.8,22,1,False,2.624668592163159
4901,185,7,2026-03-08 05:16:51,3,4,0.811,mobile,4,True,40.3,5,6,False,3.720862499966987
1474,342,92,2026-03-18 08:16:58,2,3,0.718,mobile,5,True,22.3,8,2,False,3.1484533605716547
43347,596,34,2026-03-09 08:17:14,1,4,0.271,desktop,1,True,47.7,8,0,False,3.885679030088544
51917,12,44,2026-03-05 13:10:09,2,3,0.625,desktop,1,True,45.2,13,3,False,3.832979798087693
40199,765,107,2026-03-12 12:40:33,2,4,1.0,mobile,4,True,17.7,12,3,False,2.928523523860541
4700,551,79,2026-01-05 23:16:31,2,5,0.826,desktop,4,True,63.9,23,0,False,4.1728476237100445
24543,434,111,2026-01-01 13:35:38,5,3,0.592,mobile,1,True,29.9,13,3,False,3.4307561839036995
54479,9,22,2026-04-21 07:24:11,1,1,1.0,tablet,4,False,24.3,7,1,False,3.2308043957334744
38020,242,8,2026-04-30 23:47:57,1,5,0.468,tablet,3,True,50.2,23,3,False,3.9357395320454622
