timestamp,hour_of_day,day_of_week,active_users,requests_per_minute,db_connections,avg_response_ms,requests_lag_1h,requests_lag_24h,requests_lag_168h,requests_rolling_mean_24h,requests_rolling_std_24h
2026-01-03 17:00:00,17,5,266.0,611.3,59.0,123.2,548.9,874.8,,497.34166666666664,203.15227297397598
2026-01-03 18:00:00,18,5,256.0,651.9,55.0,157.0,611.3,713.9,,494.75833333333327,200.65762082986421
2026-01-03 19:00:00,19,5,277.0,687.1,53.0,123.9,651.9,788.8,,490.5208333333333,195.17705669505582
2026-01-03 20:00:00,20,5,268.0,651.0,60.0,137.0,687.1,836.3,,482.79999999999995,184.2639387683735
2026-01-03 21:00:00,21,5,279.0,615.2,45.0,139.5,651.0,862.4,,472.5,168.34372446045475
2026-01-03 22:00:00,22,5,275.0,709.7,59.0,134.8,615.2,880.2,,465.3958333333333,153.31756040881382
2026-01-03 23:00:00,23,5,240.0,501.4,49.0,124.1,709.7,796.4,,453.1041666666667,136.53329098465906
2026-01-04 00:00:00,0,6,171.0,423.7,26.0,132.2,501.4,287.5,,458.77916666666664,132.1095954095519
2026-01-04 01:00:00,1,6,156.0,369.8,29.0,101.3,423.7,424.0,,456.5208333333333,133.18882306927952
2026-01-04 02:00:00,2,6,156.0,342.5,29.0,103.4,369.8,326.2,,457.20000000000005,132.53534393249404
2026-01-04 03:00:00,3,6,174.0,378.5,31.0,141.7,342.5,365.5,,457.74166666666673,132.17033777820927
2026-01-04 04:00:00,4,6,161.0,366.0,31.0,126.8,378.5,327.1,,459.3625,130.7292582683442
2026-01-04 05:00:00,5,6,152.0,321.5,30.0,113.8,366.0,315.8,,459.6000000000001,130.462008462901
2026-01-04 06:00:00,6,6,149.0,336.7,26.0,105.0,321.5,399.1,,457.0,132.32858312943435
2026-01-04 07:00:00,7,6,144.0,310.1,22.0,133.3,336.7,325.7,,456.34999999999997,133.03798411503175
2026-01-04 08:00:00,8,6,176.0,463.2,32.0,111.4,310.1,405.9,,458.7375,132.60669801595918
2026-01-04 09:00:00,9,6,149.0,362.8,30.0,128.8,463.2,408.7,,456.825,133.68633064004763
2026-01-04 10:00:00,10,6,162.0,398.6,21.0,134.2,362.8,386.3,,457.33750000000003,133.4275371242519
2026-01-04 11:00:00,11,6,157.0,367.4,26.0,115.0,398.6,286.2,,460.7208333333333,129.88169526339303
2026-01-04 12:00:00,12,6,171.0,416.4,31.0,112.1,367.4,323.0,,464.61249999999995,126.94173368124501
2026-01-04 13:00:00,13,6,169.0,348.7,32.0,124.3,416.4,412.8,,461.94166666666666,128.7408347659437
2026-01-04 14:00:00,14,6,187.0,455.7,36.0,112.3,348.7,398.9,,464.30833333333334,128.0517793254195
2026-01-04 15:00:00,15,6,220.0,486.0,40.0,127.4,455.7,505.3,,463.5041666666666,127.84359152858491
2026-01-04 16:00:00,16,6,230.0,579.1,49.0,111.7,486.0,548.9,,464.7625,128.8652103775581
2026-01-04 17:00:00,17,6,239.0,571.8,37.0,125.5,579.1,611.3,,463.1166666666666,127.15316907492804
2026-01-04 18:00:00,18,6,280.0,669.0,47.0,136.5,571.8,651.9,,463.8291666666667,128.29974576940083
2026-01-04 19:00:00,19,6,301.0,711.3,52.0,142.4,669.0,687.1,,464.83750000000003,130.2116197730186
2026-01-04 20:00:00,20,6,318.0,625.9,63.0,157.7,711.3,651.0,,463.7916666666667,128.7439181059653
2026-01-04 21:00:00,21,6,316.0,774.1,58.0,138.5,625.9,615.2,,470.41249999999997,140.42476652766047
2026-01-04 22:00:00,22,6,294.0,766.8,51.0,135.4,774.1,709.7,,472.7916666666667,145.06233118055272
2026-01-04 23:00:00,23,6,251.0,562.1,47.0,113.6,766.8,501.4,,475.32083333333327,146.10818796556146
2026-01-05 00:00:00,0,0,306.0,741.4,61.0,135.5,562.1,423.7,,488.55833333333334,155.3289242547731
2026-01-05 01:00:00,1,0,313.0,659.0,57.0,173.3,741.4,369.8,,500.6083333333333,156.92488903007566
2026-01-05 02:00:00,2,0,269.0,658.6,51.0,144.0,659.0,342.5,,513.7791666666666,156.34194680158694
2026-01-05 03:00:00,3,0,317.0,667.2,52.0,146.5,658.6,378.5,,525.8083333333333,156.5871306741193
2026-01-05 04:00:00,4,0,251.0,587.8,45.0,137.4,667.2,366.0,,535.05,153.25506445990223
2026-01-05 05:00:00,5,0,312.0,744.0,71.0,130.0,587.8,321.5,,552.6541666666666,151.91851070533704
2026-01-05 06:00:00,6,0,300.0,619.7,65.0,159.3,744.0,336.7,,564.4458333333333,145.26501712138207
2026-01-05 07:00:00,7,0,349.0,827.0,60.0,152.5,619.7,310.1,,585.9833333333333,144.23025572558183
2026-01-05 08:00:00,8,0,285.0,663.8,47.0,144.3,827.0,463.2,,594.3416666666666,142.6088353768317
2026-01-05 09:00:00,9,0,313.0,740.8,57.0,167.1,663.8,362.8,,610.0916666666666,136.67518434043834
2026-01-05 10:00:00,10,0,310.0,745.8,63.0,139.1,740.8,398.6,,624.5583333333333,131.59682141221018
2026-01-05 11:00:00,11,0,293.0,599.2,48.0,113.2,745.8,367.4,,634.2166666666666,119.88789570357767
2026-01-05 12:00:00,12,0,372.0,822.2,58.0,149.8,599.2,416.4,,651.125,116.39768879372888
2026-01-05 13:00:00,13,0,372.0,930.0,69.0,161.8,822.2,348.7,,675.3458333333333,111.09035092590437
2026-01-05 14:00:00,14,0,422.0,995.2,81.0,162.3,930.0,455.7,,697.8249999999999,119.01395698203521
2026-01-05 15:00:00,15,0,479.0,1063.0,98.0,188.9,995.2,486.0,,721.8666666666667,131.94042023865768
2026-01-05 16:00:00,16,0,457.0,977.6,78.0,168.7,1063.0,579.1,,738.4708333333333,138.12262503696272
2026-01-05 17:00:00,17,0,516.0,1173.1,98.0,186.7,977.6,571.8,,763.525,159.46228189708688
2026-01-05 18:00:00,18,0,479.0,1125.9,91.0,186.1,1173.1,669.0,,782.5625,174.27258461961222
2026-01-05 19:00:00,19,0,545.0,1173.7,90.0,186.3,1125.9,711.3,,801.8291666666668,190.8257536150545
2026-01-05 20:00:00,20,0,628.0,1312.2,113.0,203.5,1173.7,625.9,,830.4249999999998,213.40253502833926
2026-01-05 21:00:00,21,0,601.0,1451.4,107.0,193.6,1312.2,774.1,,858.6458333333334,247.66371305561208
2026-01-05 22:00:00,22,0,548.0,1342.1,92.5,196.64999999999998,1451.4,766.8,,882.6166666666667,265.58058576679065
2026-01-05 23:00:00,23,0,472.0,1232.8,78.0,199.7,1342.1,562.1,,910.5625,265.67504311208535
2026-01-06 00:00:00,0,1,234.0,533.5,38.0,148.0,1232.8,741.4,,901.9000000000001,274.6676648004935
2026-01-06 01:00:00,1,1,181.0,417.9,32.0,120.3,533.5,659.0,,891.8541666666666,288.0222696389478
2026-01-06 02:00:00,2,1,194.0,484.8,32.0,144.1,417.9,658.6,,884.6124999999998,296.2104148016344
2026-01-06 03:00:00,3,1,239.0,478.65,31.0,129.45,484.8,667.2,,876.75625,304.60880732952745
2026-01-06 04:00:00,4,1,212.0,472.5,30.0,114.8,478.65,587.8,,871.9520833333332,310.22176972049255
2026-01-06 05:00:00,5,1,218.0,508.6,34.0,118.4,472.5,744.0,,862.1437499999998,318.06532597828664
2026-01-06 06:00:00,6,1,230.0,530.6,47.0,119.1,508.6,619.7,,858.4312500000001,321.5194354164975
2026-01-06 07:00:00,7,1,250.0,575.1,44.0,135.8,530.6,827.0,,847.9354166666667,326.6605712353707
2026-01-06 08:00:00,8,1,232.0,507.1,39.0,131.1,575.1,663.8,,841.40625,332.0230329597041
2026-01-06 09:00:00,9,1,221.0,535.8,35.0,126.1,507.1,740.8,,832.8645833333334,337.3184724311685
2026-01-06 10:00:00,10,1,194.0,422.2,36.0,119.5,535.8,745.8,,819.38125,347.2706151931522
2026-01-06 11:00:00,11,1,186.0,420.4,29.0,131.7,422.2,599.2,,811.93125,354.0512391720146
2026-01-06 12:00:00,12,1,229.0,497.2,47.0,121.5,420.4,822.2,,798.3895833333332,359.80983563760174
2026-01-06 13:00:00,13,1,248.0,603.8,46.0,135.7,497.2,930.0,,784.7979166666665,360.7818751108688
2026-01-06 14:00:00,14,1,270.0,629.9,48.0,139.6,603.8,995.2,,769.5770833333335,359.2217475439294
2026-01-06 15:00:00,15,1,263.0,570.0,54.0,125.5,629.9,1063.0,,749.0354166666667,355.79262599562463
2026-01-06 16:00:00,16,1,307.0,666.5,54.0,153.9,570.0,977.6,,736.0729166666666,352.7575053831836
2026-01-06 17:00:00,17,1,340.0,766.1,59.0,160.2,666.5,1173.1,,719.1145833333334,340.40114681995533
2026-01-06 18:00:00,18,1,377.0,901.1,64.0,166.5,766.1,1125.9,,709.7479166666667,331.7028743368036
2026-01-06 19:00:00,19,1,470.0,1198.9,69.0,161.8,901.1,1173.7,,710.7979166666668,333.2715365294321
2026-01-06 20:00:00,20,1,389.0,890.3,71.0,146.3,1198.9,1312.2,,693.21875,310.5204588976739
2026-01-06 21:00:00,21,1,417.0,1011.2,72.0,151.7,890.3,1451.4,,674.8770833333333,274.72731459899586
2026-01-06 22:00:00,22,1,351.0,884.7,69.0,132.8,1011.2,1342.1,,655.81875,240.11312497513842
2026-01-06 23:00:00,23,1,350.0,828.6,66.0,146.0,884.7,1232.8,,638.9770833333333,210.19533253989817
2026-01-07 00:00:00,0,2,254.0,582.3,41.0,106.8,828.6,533.5,,641.0104166666666,209.36502759076097
2026-01-07 01:00:00,1,2,219.0,485.9,38.0,105.5,582.3,417.9,,643.84375,206.6570101655007
2026-01-07 02:00:00,2,2,193.0,489.0,39.0,106.7,485.9,484.8,,644.01875,206.51820575209734
2026-01-07 03:00:00,3,2,225.0,520.6,43.0,129.1,489.0,478.65,,645.7666666666667,205.23123049627432
2026-01-07 04:00:00,4,2,214.0,485.2,43.0,116.1,520.6,472.5,,646.2958333333333,204.78093593158246
2026-01-07 05:00:00,5,2,182.0,409.8,31.0,125.5,485.2,508.6,,642.1791666666667,208.62632911326355
2026-01-07 06:00:00,6,2,205.0,430.6,36.0,111.8,409.8,530.6,,638.0125,211.92419750734186
2026-01-07 07:00:00,7,2,201.0,420.8,38.0,115.6,430.6,575.1,,631.5833333333334,216.2128755098371
2026-01-07 08:00:00,8,2,211.0,480.3,45.0,132.8,420.8,507.1,,630.4666666666667,216.9516870014014
2026-01-07 09:00:00,9,2,205.0,487.3,40.0,122.2,480.3,535.8,,628.4458333333333,218.09468422277584
2026-01-07 10:00:00,10,2,247.0,591.8,46.0,135.6,487.3,422.2,,635.5124999999999,213.82731413862808
2026-01-07 11:00:00,11,2,225.0,556.6,47.0,139.6,591.8,420.4,,641.1875,209.63629231206178
2026-01-07 12:00:00,12,2,209.0,475.6,32.0,132.8,556.6,497.2,,640.2875,210.32655833561472
2026-01-07 13:00:00,13,2,229.0,577.8,31.0,137.5,475.6,603.8,,639.2041666666668,210.58946147951536
2026-01-07 14:00:00,14,2,297.0,789.5,59.0,163.7,577.8,629.9,,645.8541666666666,212.7912959546474
2026-01-07 15:00:00,15,2,296.0,721.2,48.0,130.0,789.5,570.0,,652.1541666666667,212.68610260840737
2026-01-07 16:00:00,16,2,332.0,861.9,64.0,167.3,721.2,666.5,,660.2958333333333,216.95624980560132
2026-01-07 17:00:00,17,2,334.0,803.7,55.0,140.7,861.9,766.1,,661.8625000000001,217.8872520813587
2026-01-07 18:00:00,18,2,365.0,799.1,60.0,158.9,803.7,901.1,,657.6125000000001,213.97762035051682
2026-01-07 19:00:00,19,2,397.0,955.6,72.0,162.1,799.1,1198.9,,647.475,191.83616708014253
2026-01-07 20:00:00,20,2,411.0,935.3,94.0,138.7,955.6,890.3,,649.35,194.5139449566767
2026-01-07 21:00:00,21,2,365.0,909.4,67.0,164.5,935.3,1011.2,,645.1083333333333,187.25468570596826
2026-01-07 22:00:00,22,2,394.0,855.2,75.0,185.3,909.4,884.7,,643.8791666666667,185.7039930248208
2026-01-07 23:00:00,23,2,381.0,849.3,67.0,141.1,855.2,828.6,,644.7416666666667,186.64491494643696
2026-01-08 00:00:00,0,3,223.0,476.0,50.0,115.7,849.3,582.3,465.4,640.3125,189.431578361252
2026-01-08 01:00:00,1,3,206.0,473.0,42.0,115.0,476.0,485.9,494.3,639.775,189.90646954201802
2026-01-08 02:00:00,2,3,200.0,485.0,29.0,115.9,473.0,489.0,431.4,639.6083333333333,190.04625047298606
2026-01-08 03:00:00,3,3,196.0,444.3,36.0,114.4,485.0,520.6,500.2,636.4291666666667,192.74268379317925
2026-01-08 04:00:00,4,3,208.0,468.1,37.0,125.3,444.3,485.2,583.3,635.7166666666666,193.35665776344413
2026-01-08 05:00:00,5,3,203.0,465.6,32.0,123.5,468.1,409.8,498.9,638.0416666666666,190.84115160239398
2026-01-08 06:00:00,6,3,216.0,519.5,34.0,118.1,465.6,430.6,555.2,641.7458333333333,187.4727481161789
2026-01-08 07:00:00,7,3,206.0,449.0,37.0,138.3,519.5,420.8,441.7,642.9208333333333,186.11117289818094
2026-01-08 08:00:00,8,3,237.0,546.4,57.0,132.2,449.0,480.3,433.7,645.675,184.07798028576727
2026-01-08 09:00:00,9,3,228.0,560.2,28.0,132.1,546.4,487.3,460.0,648.7125,181.9400362577699
2026-01-08 10:00:00,10,3,214.0,519.8,41.0,125.1,560.2,591.8,522.7,645.7125,183.5061266895715
2026-01-08 11:00:00,11,3,218.0,500.8,41.0,125.4,519.8,556.6,513.8,643.3875,185.03141052382202
2026-01-08 12:00:00,12,3,227.0,563.9,34.0,115.5,500.8,475.6,484.7,647.0666666666667,182.40936681390468
2026-01-08 13:00:00,13,3,232.0,436.6,38.0,126.9,563.9,577.8,503.3,641.1833333333333,186.96089957799964
2026-01-08 14:00:00,14,3,269.0,621.7,51.0,145.2,436.6,789.5,515.1,634.1916666666667,184.29174157973858
2026-01-08 15:00:00,15,3,288.0,667.8,48.0,147.1,621.7,721.2,633.7,631.9666666666667,183.51632001036126
2026-01-08 16:00:00,16,3,273.0,659.5,53.0,140.4,667.8,861.9,705.2,623.5333333333334,177.02632490718813
2026-01-08 17:00:00,17,3,370.0,941.2,78.0,162.3,659.5,803.7,664.6,629.2624999999999,185.149255449431
2026-01-08 18:00:00,18,3,381.0,956.5,60.0,164.8,941.2,799.1,826.7,635.8208333333333,194.00280136741884
2026-01-08 19:00:00,19,3,427.0,816.8,91.0,176.8,956.5,955.6,890.3,630.0375,185.95757069242023
2026-01-08 20:00:00,20,3,409.0,919.0,74.0,168.0,816.8,935.3,847.2,629.3583333333333,184.82048615196763
2026-01-08 21:00:00,21,3,455.0,893.4,85.0,177.5,919.0,909.4,1100.7,628.6916666666667,183.79242525117985
2026-01-08 22:00:00,22,3,361.0,885.2,61.0,176.6,893.4,855.2,681.8,629.9416666666666,185.49406158704474
2026-01-08 23:00:00,23,3,374.0,877.0,71.0,157.9,885.2,849.3,721.8,631.0958333333333,186.99835497804023
2026-01-09 00:00:00,0,4,216.0,534.4,41.0,129.2,877.0,476.0,470.2,633.5291666666667,185.26433636755488
2026-01-09 01:00:00,1,4,196.0,479.1,34.0,137.4,534.4,473.0,449.4,633.7833333333333,185.03857568829804
2026-01-09 02:00:00,2,4,212.0,468.9,35.0,111.8,479.1,485.0,410.4,633.1125000000001,185.62966243595696
2026-01-09 03:00:00,3,4,217.0,492.0,37.0,127.8,468.9,444.3,496.9,635.1,183.76619360764875
2026-01-09 04:00:00,4,4,223.0,504.7,40.0,127.4,492.0,468.1,401.8,636.625,182.4673484787619
2026-01-09 05:00:00,5,4,239.0,504.1,49.0,109.6,504.7,465.6,415.5,638.2291666666666,181.0622316249716
2026-01-09 06:00:00,6,4,215.0,451.5,28.0,130.7,504.1,519.5,429.2,635.3958333333334,183.5163456270836
2026-01-09 07:00:00,7,4,191.0,417.8,36.0,109.4,451.5,449.0,518.5,634.0958333333333,184.99867327178112
2026-01-09 08:00:00,8,4,221.0,469.35,41.5,116.5,417.8,546.4,562.7,630.8854166666666,187.24164547402168
2026-01-09 09:00:00,9,4,230.0,520.9,47.0,123.6,469.35,560.2,406.8,629.2479166666667,188.05676610555682
2026-01-09 10:00:00,10,4,209.0,504.6,35.0,116.7,520.9,519.8,493.6,628.6145833333334,188.46653692088066
2026-01-09 11:00:00,11,4,185.0,411.0,32.0,114.8,504.6,500.8,490.9,624.8729166666666,191.97318142588503
2026-01-09 12:00:00,12,4,227.0,539.7,37.0,129.7,411.0,563.9,614.4,623.8645833333334,192.37050781780485
2026-01-09 13:00:00,13,4,238.0,569.0,40.0,132.9,539.7,436.6,582.5,629.38125,188.6288250901534
2026-01-09 14:00:00,14,4,255.0,671.8,44.0,133.6,569.0,621.7,516.2,631.46875,188.8172499330583
2026-01-09 15:00:00,15,4,274.0,598.6,48.0,128.7,671.8,667.8,620.5,628.5854166666667,188.76668453708558
2026-01-09 16:00:00,16,4,375.0,794.2,68.0,165.1,598.6,659.5,705.7,634.1979166666666,191.70542193641583
2026-01-09 17:00:00,17,4,395.0,929.7,59.0,174.9,794.2,941.2,874.8,633.71875,190.91746157214786
2026-01-09 18:00:00,18,4,403.0,965.4,75.0,161.6,929.7,956.5,713.9,634.0895833333334,191.57917989537495
2026-01-09 19:00:00,19,4,378.0,834.3,73.0,171.0,965.4,816.8,788.8,634.81875,192.33663243550566
2026-01-09 20:00:00,20,4,389.0,1072.2,61.0,157.5,834.3,919.0,836.3,641.2020833333332,204.34552924289372
2026-01-09 21:00:00,21,4,387.0,831.5,69.0,167.1,1072.2,893.4,862.4,638.6229166666667,201.39330435481125
2026-01-09 22:00:00,22,4,392.0,900.9,80.0,175.6,831.5,885.2,880.2,639.2770833333333,202.25272502015906
2026-01-09 23:00:00,23,4,357.0,913.7,49.0,151.5,900.9,877.0,796.4,640.80625,204.25702282243068
2026-01-10 00:00:00,0,5,136.0,319.8,27.0,114.0,913.7,534.4,287.5,631.8645833333334,213.60113808480418
2026-01-10 01:00:00,1,5,137.0,343.5,25.0,107.1,319.8,479.1,424.0,626.2145833333334,219.52876778858794
2026-01-10 02:00:00,2,5,148.0,356.3,28.0,111.4,343.5,468.9,326.2,621.5229166666667,224.1907146097058
2026-01-10 03:00:00,3,5,174.0,406.4,32.0,121.1,356.3,492.0,365.5,617.95625,227.00415017873567
2026-01-10 04:00:00,4,5,172.0,404.1,30.0,124.0,406.4,504.7,327.1,613.7645833333333,230.09413691638804
2026-01-10 05:00:00,5,5,147.0,354.3,24.0,114.7,404.1,504.1,315.8,607.5229166666667,235.17400772303674
2026-01-10 06:00:00,6,5,148.0,347.1,26.0,122.9,354.3,451.5,399.1,603.1729166666667,239.11790114427941
2026-01-10 07:00:00,7,5,157.0,384.1,31.0,111.3,347.1,417.8,325.7,601.76875,240.34956689593946
2026-01-10 08:00:00,8,5,188.0,389.7,30.0,140.2,384.1,469.35,405.9,598.45,242.79496807335113
2026-01-10 09:00:00,9,5,153.0,367.4,28.0,115.9,389.7,520.9,408.7,592.0541666666667,246.91350884763222
2026-01-10 10:00:00,10,5,167.0,349.0,35.0,120.2,367.4,504.6,386.3,585.5708333333333,251.31331126040095
2026-01-10 11:00:00,11,5,152.0,341.7,28.0,114.2,349.0,411.0,286.2,582.6833333333334,253.79216534086768
2026-01-10 12:00:00,12,5,176.0,391.9,31.0,100.6,341.7,539.7,323.0,576.525,256.65754251616164
2026-01-10 13:00:00,13,5,181.0,380.3,31.0,117.7,391.9,569.0,412.8,568.6625,259.76955809951625
2026-01-10 14:00:00,14,5,190.0,424.9,34.0,116.5,380.3,671.8,398.9,558.375,260.3956408671414
2026-01-10 15:00:00,15,5,190.0,402.6,39.0,117.0,424.9,598.6,505.3,550.2083333333334,262.14687207028146
2026-01-10 16:00:00,16,5,205.0,461.6,42.0,133.4,402.6,794.2,548.9,536.35,257.436595824226
2026-01-10 17:00:00,17,5,254.0,578.3,44.0,94.7,461.6,929.7,611.3,521.7083333333334,243.71966418437734
2026-01-10 18:00:00,18,5,316.0,688.7,52.0,152.5,578.3,965.4,651.9,510.1791666666666,227.84597386825115
2026-01-10 19:00:00,19,5,330.0,797.3,67.0,141.5,688.7,834.3,687.1,508.6375,225.6723419560178
2026-01-10 20:00:00,20,5,334.0,698.5,68.0,134.4,797.3,1072.2,651.0,493.0666666666666,196.0446259460322
2026-01-10 21:00:00,21,5,309.0,735.1,55.0,150.4,698.5,831.5,615.2,489.04999999999995,189.69382653657394
